"Prodi","Topik Soal","Kategori Materi","Materi Soal","Tipe Soal","Soal","Deskripsi Soal","A","B","C","D","E","Jawaban"
"kedokteran","Obgyn","Obgyn","ABORTUS","pmb","Perempuan usia 20 tahun, G1P0A0 dengan usia kehamilan 12 minggu datang ke IGD Rumah Sakit diantar keluarganya dengan keluhan perdarahan sedikit-sedikit dari jalan lahir. Riwayat sebelumnya keluar gumpalan atau jaringan disangkal. Pemeriksaan tanda vital didapatkan tekanan darah 100/60 mmHg, denyut nadi 100 x/menit, RR 20 x/menit, suhu 36,8 C. Pada pemeriksaan inspekulo tidak ditemukan adanya darah yang keluar, portio masih tertutup. Apa tatalaksana yang tepat untuk kasus di atas?","","Kuretase","AVM","Drip Oksitosin","Konservatif","Evakuasi Isi Uterus","D"
"kedokteran","Obgyn","Obgyn","ENDOMETRIOSIS","pmb","Seorang wanita usia 20 tahun datang ke RS dengan keluhan nyeri perut hebat saat menstruasi. Keluhan ini sudah dirasakan sejak 3 tahun terakhir, namun semakin memberat dalam waktu 1 bulan terakhir. Pemeriksaan tanda vital didapatkan tekanan darah 120/80, denyut nadi 84x/menit, frekuensi napas 18x/menit, suhu 36,7C. Pemeriksaan USG transvaginal ditemukan bentukan kistik dengan interval echo di dalamnya. Apakah diagnosis yang tepat pada kasus ini?","","Endometriosis","Endometritis","Abses tuba ovari","Myoma uteri","Hiperlasia endometrium","A"
"kedokteran","Obgyn","Obgyn","POLIHIDRAMNION & OLIGOHIDRAMNION","pmb","Seorang wanita 27 tahun , G2P1A0, usia kehamilan 30 minggu datang ke rumah sakit untuk memeriksakan kehamilannya. Pasien mengeluhkan perutnya lebih besar dibandingkan dengan wanita-wanita hamil lainnya dengan usia kehamilan yang serupa. Pada pemeriksaan tanda vital didapatkan hasil dalam batas normal. Pada pemeriksaan obstetri didapatkan TFU 1 jari di bawah processus xyphoideus dengan janin presentasi kepala. DJJ 150x/menit. Dokter menyarankan untuk dilakukan screening dengan USG. Pada pemeriksaan USG didapatkan hasil AFI 27 cm. Kemungkinan kelainan janin pada kasus ini adalah...","","Hidrosefalus","Spina bifida","Agenesis renal","Katarak kongenital","Atresia esofagus","E"
"kedokteran","Obgyn","Obgyn","INFERTILITAS","pmb","Sepasang suami istri datang dengan keluhan belum memiliki anak. Usia pernikahan sudah 4 tahun. Tidak ada kelainan pada pemeriksaan istri. Pada pemeriksaan analisis sperma suami didapatkan hasil: volume 4 cc, jumlah sperma 20 juta/cc, motilitas 30%, morfologi sempurna 6%. Diagnosis yang tepat pada suami adalah?","","Teratozoospermia","Astenozoospermia","Oligozoospermia","Oligoastenoteratozoospermia","Aspermia","B"
"kedokteran","Obgyn","Obgyn","PERDARAHAN ANTEPATRUM","pmb","Seorang wanita, 30 tahun, G3P2A0, hamil 34 minggu diantar ke IGD setelah mengalami kecelakaan. Pasien sempat hilang kesadaran namun saat ini sadar penuh. Pasien mengeluhkan nyeri perut hebat. Pada pemeriksaan tanda vital didapatkan tekanan darah 100/60 mmHg, denyut nadi 98x/menit, frekuensi napas 20x/menit, suhu 37,0 C, abdomen tegang, DJJ 165x/menit. Pada pemeriksaan fisik ditemukan kontraksi kuat uterus disertai perdarahan dari vagina berwarna merah gelap. Apakah komplikasi dari penyakit pada kasus ini?","","IUGR","Perdarahan Subarachnoid","Retensio plasenta","Plasenta previa","DIC","E"
"kedokteran","Obgyn","Obgyn","HIPEREMESIS GRAVIDARUM","pmb","Seorang wanita berusia 24 tahun, G2P1A0, usia kehamilan 14 minggu datang ke IGD dengan keluhan mual muntah hebat. Pasien memiliki keluhan serupa saat kehamilan pertamanya. Pasien mengalami penurunan berat badan 1 kilogram dalam 5 hari terakhir. Pada pemeriksaan tanda vital didapatkan hasil tekanan darah 90/60 mmHg, denyut nadi 110x/menit, frekuensi napas 22x/menit, suhu 37,2C. Pada pemeriksaa fisik didapatkan mukosa mulut kering, bau napas seperti buah, TFU normal sesuai dengan usia kehmailan, DJJ 135x/menit. Penyebab utama keluhan yang dialami pasien adalah...","","Plasentasi tidak sempurna","Separasi plasenta dengan endometrium","Berlebihnya beta-hcG","Defisiensi progesteron","Terbentuk bandl ring","C"
"kedokteran","Obgyn","Obgyn","ANTENAL CARE (ANC)","pmb","Seorang perempuan usia 22 tahun, G1P0A0, datang ke Puskesmas untuk memeriksakan kandungannya. Pasien mengaku tidak ada keluhan. Pemeriksaan tanda vital didapatkan tekanan darah 110/70 mmHg, Nadi 82 x/menit, RR 18 x/menit, dan suhu 36,7 C. Pada pemeriksaan fisik didapatkan TFU setinggi 28 cm. Menurut rumus McDonald, usia kehamilan pasien adalah...","","25 minggu","32 minggu","31 minggu","24 minggu","36 minggu","B"
"kedokteran","Obgyn","Obgyn","KEMATIAN JANIN DALAM RAHIM (KJDR)","pmb","Seorang wanita usia 38 tahun G4P3A0 UK 26+4 minggu datang ke RS dengan keluhan gerakan janin menghilang sejak 1 hari yang lalu. Pemeriksaan fisik TD 120/70 mmHg, HR 83 x/menit, RR 20 x/menit, T 36,6 ̊C. USG ditemukan adanya Naujokes sign. Apakah diagnosis pada pasien ini?","","IUGR","IUFD","Polihidramnion","Oligohidramnion","Gemeli","B"
"kedokteran","Obgyn","Obgyn","CA CERVIX","pmb","Wanita usia 45 tahun P5A1 datang ke RS dengan keluhan post coital bleeding. Pasien mengatakan terdapat perdarahan di antara masa haid sejak 6 bulan yang lalu. Riwayat menarche usia 11 tahun. Menikah pada usia 19 tahun. Pemeriksaan tanda vital tekanan darah 120/70 mmHg, nadi 80 x/menit, frekuensi nafas 18 x/menit, suhu 36,5oC. Pemeriksaan inspekulo ditemukan massa berdungkul-dungkul, mudah berdarah, berada di daerah portio cervix. Massa telah berinfiltrasi pada mukosa rektum. Apakah diagnosis yang tepat untuk kasus di atas?","","Ca Cervix stadium IIIA","Ca Cervix stadium IIIB","Ca Cervix stadium 0","Ca Cervix stadium IVA","Ca Cervix stadium IIA","D"
"kedokteran","Obgyn","Obgyn","KISTA JALAN LAHIR","pmb","Seorang wanita usia 36 tahun datang ke Rumah Sakit mengeluh jalan lahir terasa mengganjal sejak 6 bulan lalu. Pemeriksaan fisik TD 120/70 mmHg, HR 88 x/menit, RR 20 x/menit, T 36,8 ̊C. Tampak massa pada antero-lateral vagina. Apakah tatalaksana pada pasien ini?","","Marsupialisasi","Ekstirpasi","Insisi","Insisi drainase","Detorsi","C"
"kedokteran","Obgyn","Obgyn","PERSALINAN FISIOLOGI (KALA 1-4)","pmb","Seorang wanita usia 25 tahun G1P0A0 UK 39+1 minggu datang ke PKM dengan keluhan perut mules, sensasi ingin BAB, flek lendir darah, dan air ketuban rembes. Setelah 10 jam, pasien melahirkan bayi laki – laki dengan berat bayi lahir 2800 gram. Apa tatalaksana pencegahan perdarahan pada pasien ini?","","Kompresi bimanual","Loading kristaloid 1000 ml","Batang laminaria","Manajemen aktif kala III","Monitor tanda vital","D"
"kedokteran","Obgyn","Obgyn","MALFORMASI UTERUS","pmb","Seorang wanita usia 35 tahun datang ke RS dengan keluhan belum memiliki anak meski sudah 10 tahun menikah dan rutin berhubungan suami istri. Pemeriksaan fisik TD 100/70 mmHg, HR 84 x/menit, RR 20 x/menit, T 36,6 ̊C. Pemeriksaan USG tampak indentasi garis tengah uteri sepanjang 2 cm. Apakah diagnosis yang sesuai untuk pasien ini?","","Uterus septata","Uterus bikornu","Uterus arcuata","Uterus didelfi","Uterus unicornu","A"
"kedokteran","Obgyn","Obgyn","ATONIA UTERI","pmb","Seorang wanita usia 32 tahun mengalami perdarahan setelah melahirkan anak ke 2. Pemeriksaan fisik TD 90/60 mmHg, HR 120 x/menit, RR 24 x/menit, T 36,5 ̊C, TFU lembek setinggi pusar, tidak ada robekan jalan lahir. Apakah terapi medikamentosa yang sesuai pada pasien ini?","","Laminaria","Levonorgestrel","Oksitosin","Dexametasone","MgSO4","C"
"kedokteran","Obgyn","Obgyn","ISK DALAM KEHAMILAN","pmb","Seorang wanita 25 tahun G1P0A0, hamil 19 minggu datang dengan keluhan nyeri saat berkemih sejak 3 hari yang lalu. Nyeri dirasakan seperti panas. Urin berwarna kuning tanpa darah. Pada pemeriksaan tanda vital didapatkan tekanan darah 110/70 mmHg, denyut nadi 80x/menit, frekuensi napas 22x/menit, suhu 37,9C. Pada pemeriksaan fisik ditemukan nyeri pada penekanan suprapubis, nyeri ketok CVA (-/-). Pemeriksaan obstetri dalam batas normal. Terapi yang paling tepat diberikan pada pasien adalah...","","Ciprofloxacin","Amoksisilin","Kloramfenikol","Cotrimoxazole","Doksisiklin","B"
"kedokteran","Obgyn","Obgyn","PLASENTA PREVIA","pmb","Wanita 35 tahun G2P0A0 hamil 36 minggu datang dengan keluhan keluar darah dari jalan lahir sejak 3 jam yg lalu. Darah segar keluar sedikit-sedikit tetapi tidak berhenti dan tidak disertai nyeri. Pemeriksaan fisik tanda vital normal, keadaan ibu dan janin baik. Pasien merupakan perokok berat. Terdapat Riwayat keluhan serupa pada kehamilan sebelumnya juga. Apakah diagnosis pada pasien ini?","","Solusio Plasenta","Abortus","Plasenta Inkreta","Plasenta Previa","Plasenta Akreta","D"
"kedokteran","Obgyn","Obgyn","","pmb","Seorang wanita berusia 25 tahun datang ke Puskesmas dengan keluhan mual dan muntah sejak 3 hari terakhir, terutama di pagi hari saat bangun tidur. Pasien juga mengaku bulan ini belum menstruasi, padahal sudah terlambat 10 hari dari tanggal biasanya. Pemeriksaan tanda-tanda vital menunjukkan TD 120/70, HR 90, RR 22, dan T 36,7. Pada pemeriksaan inspekulo, serviks tampak berwarna kebiruan, dan pada pemeriksaan dalam didapatkan bahwa portio teraba lunak. Dilakukan pemeriksaan β-hCG dan hasilnya (+). Tanda kehamilan yang ditemukan pada pasien ini termasuk dalam kategori?","","Presumptive","Probable","Definitive","Relative","Subjective","B"
"kedokteran","Obgyn","Obgyn","","pmb","Seorang wanita P1A0 berusia 19 tahun datang ke poliklinik dengan keluhan demam sejak 3 hari yang lalu. Keluhan disertai dengan keluarnya cairan berbau busuk dari jalan lahir sejak 7 hari yang lalu. Dari anamnesis diketahui bahwa 10 hari yang lalu pasien melahirkan di ukun beranak. Dari pemeriksaan tanda-tanda vital didapatkan TD 110/70, HR 110, RR 24, dan T 38,5. Dari pemeriksaan fisik didapatkan nyeri tekan uterus (+) dan uterus teraba setinggi pusat. Dari pemeriksaan inspekulo didapatkan cairan berwarna kehijauan berbau busuk keluar dari ostium uteri. Dilakukan pemeriksaan bimanual dan didapatkan nyeri goyang serviks (+) Apa tatalaksana yang harus diberikan kepada pasien di atas?","","Ceftriaxone + Metronidazole + Levofloxacin","Klindamisin + Ceftriaxone + Levofloxacin","Gentamisin + Klindamisin + Metronidazole","Ampisilin + Gentamisin + Metronidazole","Ampisilin + Klindamisin + Metronidazole","D"
"kedokteran","Obgyn","Obgyn","","pmb","Seorang wanita 30 tahun G3P2A0 dengan usia kehamilan 39-40 minggu datang ke IGD dengan keluhan mules-mules sejak 2 jam yang lalu yang semakin sering dan teratur. Keluhan disertai dengan keluar air-air, lendir, dan darah dari jalan lahir. Pada pemeriksaan tanda-tanda vital didapatkan TD 110/70, HR 90, RR 22, T 36,5. Pada pemeriksaan dalam ditemukan bahwa pembukaan serviks sudah lengkap, ketuban (-), teraba massa bulat dan kenyal. Di tengah upaya persalinan, pasien mengaku kelelahan saat mengejan. Apakah alat bantu persalinan yang sebaiknya digunakan dalam kasus ini?","","Vakum","Forseps","Seksio sesarea","Metzenbaum","Amniotomi","B"
"kedokteran","Obgyn","Obgyn","","pmb","Seorang wanita usia 34 tahun G3P2A0 dengan usia kehamilan 28 minggu dibawa ke IGD dengan keluhan kencang-kencang yang semakin sering dan semakin teratur disertai dengan keluarnya darah dan lendir dari jalan lahir. Pasien memiliki riwayat melahirkan secara prematur. Dari pemeriksaan tanda-tanda vital diperoleh TD 100/70, HR 80, RR 20, dan T 36,5. Dari pemeriksaan fisik didapatkan TFU setinggi 28 cm, letak kepala, HIS (+), DJJ 160x/menit. Pada pemeriksaan dalam didapatkan pembukaan serviks 3 cm dan ketuban (+). Apakah tatalaksana yang tepat bagi pasien ini?","","Drip oksitosin","SC","Injeksi deksametason IM 12 mg setiap 6 jam selama 48 jam","Injeksi betametason 6 mg IM/24 jam selama 48 jam","Nifedipine","E"
"kedokteran","Obgyn","Obgyn","","pmb","Seorang wanita berusia 28 tahun G1P0A0 dengan usia kehamilan 36 minggu datang ke IGD dengan keluhan mules teratur sejak 4 jam yang lalu. Keluhan keluar cairan dari jalan lahir disangkal. Dari pemeriksaan fisik didapatkan TD 100/80, HR 80, RR 20, T 36,3. Pada pemeriksaan leopold 1 didapatkan TFU setinggi 3 jari di bawah processus xyphoideus dan teraba bulat keras, leopold 2 teraba bagian keras memanjang seperti papan di sebelah kanan ibu, leopold 3 teraba bulat lunak, leopold 4 divergen. Pada pemeriksaan dalam teraba ekstremitas namun tidak dapat digenggam, pembukaan serviks 5 cm, ketuban intak. Dari hasil pemeriksaan tersebut, dapat disimpulkan bahwa presentasi janin adalah?","","Kepala","Bokong","Kaki","Dahi","Lintang","C"
"kedokteran","Obgyn","Obgyn","","pmb","Seorang wanita berusia 31 tahun datang ke IGD dengan keluhan mual dan muntah hebat. Pasien juga mengeluhkan adanya keluar darah dari jalan lahir, sementara HPHT pasien adalah 7 hari yang lalu. Dari pmeriksaan tanda-tanda vital didapatkan TD 110/80, HR 70, RR 18, T 36,5. Pada pemeriksaan obstetri didapatkan TFU setinggi pusat. Pemeriksaan beta-HCG menunjukkan hasil (+). Pemeriksaan USG menunjukkan gambaran snowstorm appearance. Berdasarkan kondisi di atas, diagnosis pasien adalah?","","Mola hidatidosa komplit","Mola hidatidosa parsial","Blighted ovum","Polycystic ovarian disease","Polycystic ovarian disease","A"
"kedokteran","Obgyn","Obgyn","","pmb","Seorang wanita G4P2A1 berusia 38 tahun dengan usia kehamilan 33-34 minggu datang ke IGD dengan keluhan nyeri perut yang sangat hebat sejak 1 jam SMRS. Pasien mengaku baru saja terpeleset di kamar mandi. Keluhan disertai dengan keluarnya sedikit darah dari jalan lahir. Pada pemeriksaan tanda-tanda vital didapatkan TD 100/70, HR 100, RR 24, dan T 36,7. Dari pemeriksaan fisik teraba abdomen tegang, uterus berkontraksi dengan kuat, dan terdapa t darah ber warna merah tua keluar dari jalan lahir. DJJ (+) 160. Pada pemeriksaan inspekulo terliha t bah w a ostium uteri masih tertutup. Apa diagnosis pada pasien ini?","","Plasenta previa","Vasa previa","Solusio plasenta","Prolaps tali pusat","Abortus imminens","C"
"kedokteran","Obgyn","Obgyn","","pmb","Seorang wanita G1P0A0 berusia 28 tahun dengan usia kehamilan 38 minggu datang ke IGD Puskesmas dengan keluhan perut terasa kencang-kencang sejak 4 jam SMRS. Keluhan disertai dengan keluarnya lendir disertai sedikit darah, mules seperti ingin BAB , dan keluar cairan bening dari jalan lahir. Pada pemeriksaan tanda-tanda vital didapatkan TD 120/80, HR 85, RR 24, dan T 36,3. Pada pemeriksaan leopold 1 didapatkan bagian bulat lunak, leopold 2 teraba bagian keras memanjang di perut sebelah kanan ibu, leopold 3 teraba bagian bulat keras melenting , dan leopold 4 diver gen. Pada pemeriksaan dalam didapatkan pembukaan lengkap, ketuban (-), kepala di station +4, His 3-4x/10’/30-40”. Apa yang harus dilakukan sebagai dokter?","","Rujuk ke RS","Drip oksitosin","Amniotomi","Pimpin persalinan","Observasi dalam 2 jam pertama","D"
"kedokteran","Obgyn","Obgyn","","pmb","Seorang wanita usia 30 tahun G2P1A0 dengan usia kehamilan 39 minggu datang k e IGD dengan keluhan perut mules-mules yang makin sering dan teratur sejak 6 jam yang lalu. Keluhan disertai dengan keluarnya cairan bening dari jalan lahir. Dari pemeriksaan tanda-tanda vital didapatkan TD 110/80, HR 80, RR 22, dan T 36,5. Dari pemeriksaan dalam teraba pembukaan cervix 6 cm, ketuban (-), dan teraba tali pusar di jalan lahir. Apakah diagnosis pada pasien ini?","","Tali pusat terkemuka","Tali pusat menumbung","Plasenta previa","Vasa previa","Occult prolapse","B"
"kedokteran","Obgyn","Obgyn","","pmb","Seorang wanita usia 27 tahun G1P1A0 dengan usia kehamilan 37 minggu datang ke Puskesmas dengan keluhan perut mules sejak 2 jam yang lalu. Keluhan mules terasa tidak n yaman dan tidak ter atur, namun tidak n yeri. Keluhan keluar cairan bening maupun lendir dan darah dari jalan lahir disangkal. Dari pemeriksaan tanda-tanda vital didapatkan TD 120/80, HR 90, RR 20, dan T 36. His tidak adekuat. Dari pemeriksaan dalam tidak ditemukan adan y a pembukaan. DJJ 150. Apa tindakan yang harus dilakukan bagi pasien ini?","","Rujuk","Amniotomi","Observasi","Pimpin persalinan","Manuver bracht","C"
"kedokteran","Obgyn","Obgyn","","pmb","Seorang wanita usia 45 tahun G6P4A1 dengan usia kehamilan 38 minggu datang ke IGD RS dengan keluhan mules-mules sejak 5 jam SMRS. Pasien juga mengaku bahwa gerakan janin berkurang beberapa jam terakhir. Pasien memiliki riwayat preeklampsia pada kehamilan ini. Dari pemeriksaan tanda-tanda vital didapatkan TD 160/130, HR 110, RR 24, T 37,2. Pemeriksaan obstetri menunjukkan TFU 38 cm, presentasi kepala, dan His 3-4x/10’/30-40”. CTG menunjukkan DJJ 180 dengan gambaran sebagai berikut. Apakah tatalaksana yang harus dilakukan pada pasien ini?","","Pimpin persalinan","Induksi","SC cito","Reposisi janin","Rujuk","C"
"kedokteran","Obgyn","Obgyn","","pmb","Seorang bayi laki-laki baru lahir dari ibu 29 tahun, G2P1A0, di usia kehamilan 38 minggu, yang tidak melakukan pemeriksaan antenatal secara rutin. Saat lahir, bayi tampak mengalami kesulitan bernapas dan memiliki deformitas wajah berupa hidung pesek, dagu kecil, serta kedua telinga tampak rendah. Selain itu, ditemukan deformitas ekstremitas berupa kaki pengkor. Pemeriksaan fisik menunjukkan retraksi interkostal, suara tangisan lemah, dan sianosis. Pemeriksaan USG prenatal sebelumnya menunjukkan AFI 1,2 dan SDP 0,8. USG abdomen pada bayi setelah lahir tidak menemukan gambaran kedua ginjal. Apa diagnosis pada bayi yang merupakan komplikasi dari kondisi ibu pada kasus?","","Sindrom Down","Sindrom Klinefelter","Sindrom Patau","Sindrom Potter","Sindrom Turner","D"
