"Prodi","Topik Soal","Kategori Materi","Materi Soal","Tipe Soal","Soal","Deskripsi Soal","A","B","C","D","E","Jawaban"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Pasien anak direktur RS datang ke IGD dengan keluhan demam batuk pilek, direktur telpon ke IGD meminta dokter jaga untuk mendahulukan anaknya, padahal kondisinya sedang banyak pasien. Dokter IGD melakukan instruksi direktur. Kaidah dasar etik yang telah dilanggar oleh dokter IGD adalah ?","","Non-maleficence","Beneficence","Autonomy","Justice","Respect","D"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Pasien kecelakaan datang ke RS dengan penurunan kesadaran, harus dilakukan CT scan, namun CT scan di RS sedang rusak. Apa tindakan profesional yang harus dilakukan oleh dokter?","","Mengobati pasien sesuai pemeriksaan yang ada","Merujuk pasien ke RS dengan fasilitas CT Scan yang memadai","Memperbaiki alat CT scan secepatnya","Meminta persetujuan keluarga untuk pengobatan","Meminta keluarga mencari RS terdekat","B"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Wanita 20 tahun datang dengan keluhan nyeri perut kanan bawah secara tiba-tiba. Dokter puskesmas langsung merujuk pasien ke dokter bedah dengan diagnosis apendisitis perforasi. Dokter bedah melakukan informed consent untuk dilakukan operasi. Saat operasi terdapat perdarahan namun saat dokter bedah mencari penyebab bukan karena apendisitis. Kaidah dasar etik yang dilanggar oleh dokter puskesmas adalah?","","Autonomy","Beneficence","Justice","Non maleficence","Altruism","D"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang pasien laki-laki 50 tahun datang berobat ke RS Pendidikan. Dokter meminta izin pasien untuk melibatkan mahasiswa kedokteran pada saat pemeriksaan fisik untuk menjelaskan pemeriksaan fisik yang baik dan benar. Dokter melakukan dengan sepenuh hati sesuai dengan kode etik kedokteran, terutama pasal 8 KODEKI. Lembaga manakah yang mengeluarkan kode etik kedokteran?","","Kementerian Kesehatan","Ikatan Dokter Indonesia","Kolegium Dokter Indonesia","Konsil Kedokteran Indonesia","Kolegium Internship Dokter Indonesia","B"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang wanita usia 25 tahun diantar oleh suami ke RS setelah dengan sengaja mengiris-iris tangannya dengan pisau. Setelah dilakukan pemeriksaan darah, diketahui pasien merupakan pengguna obat psikotropika, dan dokter segera menerapkan pengobatan gawat darurat kepada pasien. Dokter lalu menyarankan kepada pasien untuk dilakukan rehabilitasi. Diketahui pasien merupakan pengguna kartu BPJS dengan fasilitas rawat kelas I. Apa yang seharusnya dilakukan oleh dokter kepada pasien?","","Pasien tetap dilakukan rehabilitasi dengan asumsi segala perawatannya ditanggung oleh BPJS.","Pasien diperbolehkan rawat jalan karena biaya rehabilitasi tidak ditanggung","Pasien tetap dilakukan rehabilitasi dengan bersedia menanggung biaya perawatan","Pasien disarankan untuk mengurus BPJS yang membiayai perawatan rehabilitasi","Pasien dirujuk ke RS tipe A yang mempunyai fasilitas rehabilitasi, dan menjelaskan bahwa rehabilitasi tidak ditanggung BPJS","E"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Pasien datang dengan istrinya, dengan keluhan kencing bernanah sejak 1 minggu yang lalu. Pasien meminta istrinya untuk menunggu diluar. Pada anamnesis pasien mengaku pernah datang ke lokalisasi PSK. Pada pemeriksaan ditemukan diplococcus gram negatif intrasellular. Pasien meminta dokter untuk merahasiakan. Apa tindakan dokter?","","Merahasiakan penyakit pasien","Menolak untuk merahasiakan","Menjelaskan bahwa istri pasien berhak tahu","Memberikan terapi farmakologi kepada pasien dan istrinya","Melarang pasien untuk berhubungan seksual dengan istrinya","C"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang dokter spesialis orthopedi datang ke tempat praktek pribadi anda menawarkan kerjasama. Dokter spesialis tersebut meminta jika ada pasien orthopedi untuk dirujuk langsung atas nama dokter Sp.OT tersebut. Namun, dokter Sp.OT tersebut hanya meminta pasien dengan diagnosa fraktur dan dislokasi saja. Menurut dokter umum ini adalah pelanggaran etika kedokteran. Siapakah yang berwenang memberikan sanksi kepada dokter SpOT tersebut?","","IDI - MKEK","Konsil Kedokteran Indonesia","Penyidik","MKDKI","Dinas Kesehatan","A"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Mahasiswa kedokteran dibawa ke UGD setelah mengalami kecelakaan lalu lintas, ia mengalami Head Injury dan harus segera dioperasi. Pasien dalam keadaan tidak sadarkan diri, dan keluarga sulit dihubungi. Apa yang harus dilakukan oleh dokter?","","Langsung melakukan operasi tanpa informed consent","Tidak melakukan operasi","Melapor ke kepolisian untuk mencarikan keluarganya","Mencari keluarganya terlebih dahulu","Meminta persetujuan dari polisi","A"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang anak 12 tahun dibawa ke IGD RS karena kecelakaan, tidak sadar, banyak luka di sekujur tubuh. Dokter melakukan tindakan pertama. Langkah apa yang harus dilakukan dokter untuk perlindungan hukum?","","Mencatat keadaan dan tindakan dalam rekam medis","Menunggu pasien sadar untuk persetujuan tindakan","Menelpon keluarga untuk memberi tahu keadaan pasien","Melaporkan ke polisi","Meminta persetujuan pengantar","A"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang pasien bergolongan darah A+ mengalami pansitopeni akibat menjalani kemoterapi, dokter berencana melakukan transfusi whole blood. Karena terburu-buru dan tidak membaca instruksi, perawat yang bertugas mengambilkan kantong darah golongan B+ di kulkas darah yang sebenarnya darah tersebut untuk pasien lain. Namun sesaat sebelum transfusi dimulai, perawat membaca label di kantong darah bertuliskan B+ berbeda dengan golongan darah yang dimiliki pasien, seketika perawat meminta maaf dan mengambilkan kantong darah yang benar. Incident Patient Safety pada kasus di atas termasuk?","","Kejadian Tidak Diharapkan","Sentinel Event","Latent error","Kejadian Nyaris Cedera","Kejadian Potensi Cedera","D"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang wanita yang sedang hamil usia 30 tahun datang ke UGD RS Sukosari diantar suaminya karena mengeluh nyeri perut dan kontraksi hebat, setelah dilakukan pemeriksaan lengkap oleh bidan, didapatkan sudah mengalami pembukaan 7. Setelah dikonsultasikan ke dokter spesialis, dokter langsung meminta untuk dilakukan operasi yang mana tidak ada indikasi SC karena kondisi pasien normal tidak ada kelainan apapun. Unsur malpraktek yang dilakukan oleh dokter adalah?","","Negligence","Malfeasance","Misfeasance","Lack of skill","Misconduct","B"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang dokter melakukan tindakan lumbal pungsi dan telah melakukan informed consent secara verbal namun tidak dilakukan penandatanganan informed consent secara tertulis. Jenis kelalaian yang dilakukan oleh dokter adalah?","","Negligence","Malfeacence","Misfeasence","Lack of skill","Nonfeasance","E"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Dokter perusahaan memeriksa seorang pegawai dan didapatkan seorang pegawai yang menderita epilepsi. Tindakan yang harus dilakukan dokter adalah ?","","Melaporkan kepada pimpinannya","Meminta persetujuan pasien untuk menulis di rekam medik","Merekomendasikan pegawai untuk diistirahatkan","Merekomendasikan pegawai untuk berhenti kerja","Mengganti dengan karyawan baru","D"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Di suatu kota X, didapatkan seorang dokter yang terkenal dan memiliki pasien yang sangat banyak sekali. Dalam 1 hari dokter tersebut dapat memeriksa 150 pasien sampai dengan 250 pasien. Dokter tersebut berinisiatif untuk memeriksa pasien secara bersamaan sebanyak 5 orang sekaligus. Hal ini bertujuan agar waktu yang dibutuhkan tidak terlalu lama. Kaidah dasar etik yang dilanggar oleh dokter tersebut adalah ?","","Beneficence","Nonmaleficence","Autonomy","Justice","Honor","C"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang pasien memutuskan pindah berobat ke rumah sakit lain karena merasa tidak puas terhadap pelayanan yang diterimanya. Keluarga kemudian meminta dokumen rekam medik pasien selama menjalani perawatan di rumah sakit tersebut. Tindakan yang tepat?","","Memberikan berkas asli rekam medis pasien","Memberikan salinan berkas asli rekam medis pasien","Memberikan ringkasan rekam medis pasien","Menolak memberikan rekam medis pasien","Meminta keluarga melapor direktur rumah sakit","C"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang laki-laki 18 tahun datang ke praktek dokter penyakit dalam dengan keluhan sariawan dan diare yang tidak kunjung sembuh. Dokter menduga pasien tersebut terkena HIV-AIDS. Dokter berencana melakukan pemeriksaan lebih lanjut kepada pasien. Tindakan dokter yang tepat kepada pasien adalah?","","Memberi tahu pasien bahwa pasien dalam keadaan baik-baik saja","Memberi tahu keluarga agar menjaga diri dari pasien","Menerangkan kepada keluarga bahwa pasien akan diperiksa lebih lanjut mengenai penyakitnya","Menerangkan kondisi yang sebenarnya yang dialami pasien kepada pasien dan rencana selanjutnya","Merujuk pasien ke dokter lain","D"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang laki-laki berusia 30 tahun dirawat di ruang ICU selama 1 bulan karena koma. Orang tua pasien tidak memiliki cukup uang sehingga mereka memutuskan untuk tidak memberikan pertolongan yang mempertahankan hidup pasien. Apa tipe euthanasia yang paling tepat untuk keadaan di atas ?","","Auto euthanasia","Active euthanasia","Passive euthanasia","Voluntary euthanasia","Involuntary euthanasia","E"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang wanita usia 17 tahun diantar oleh ibunya ke praktek dokter setelah 2 bulan ia pergi dari rumah. Ibunya mencurigai ia hamil dengan teman prianya. Anak tampak takut, gelisah dan menangis. Dokter kemudian melakukan pemeriksaan dan didapatkan tanda-tanda kehamilan. Pasien meminta dokter agar tidak memberitahu kepada ibu pasien. Siapa yang dapat mengetahui rahasia pasien selain dirinya ?","","Ibu pasien","Pacar pasien","Orang tua pacar pasien","Ibu dan pacar pasien","Ibu, pacar pasien dan orang tuanya","A"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang laki-laki berusia 25 tahun datang ke praktek dokter bersama calon istrinya untuk melakukan konsultasi pernikahan. Pada hasil pemeriksaan didapatkan azoospermi pada pria dan aplasia uteri pada wanita. Apa yang harus dilakukan oleh dokter?","","Melarang keduanya untuk menikah","Merahasiakan hasil pemeriksaan keduanya","Memberitahukan hasil pemeriksaan pada keduanya secara bersamaan","Memberitahukan hasil pemeriksaan pada keduanya secara terpisah","Memberitahukan pada pasangan pria","D"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang atlet anak-anak umur 14 tahun datang ke dokter dan setelah diperiksa didapatkan adanya bekas jarum suntik di lengannya. Dia mengaku mengkonsumsi obat terlarang dan meminta agar orangtuanya tidak tahu masalah ini. Tindakan dokter yang seharusnya adalah ?","","Memenjarakan si anak sesuai UU yang berlaku","Memasukkan anak di panti rehabilitasi tanpa memberitahu ortunya","Memberitahu orang tua dan meminta memutuskan apa yang akan dilakukan pada si anak","Memberikan edukasi kepada anak tentang bahaya narkoba dan sejenisnya","Diam jika anak memberi uang untuk tutup mulut","B"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang wanita berusia 30 tahun, sudah menikah, dinyatakan HIV dari hasil pemeriksaan lengkap, pasien tersebut telah memiliki tiga orang anak. Pasien dijelaskan oleh dokter mengenai hasil pemeriksaan dan diminta untuk menjelaskan kepada suami tentang hasil pemeriksaan tetapi pasien menolak karena khawatir akan bercerai. Apa tindakan kita sebagai dokter?","","Menghubungi suami dan membuat janji untuk bertemu dan menjelaskan mengenai hasil pemeriksaan","Melaporkan ke dinas kesehatan","Berdiskusi lagi dengan pasien dan menjelaskan mengenai pentingnya untuk memberitahukan ke suaminya mengenai hal tersebut dan menawarkan untuk membantu menjelaskan","Mengatakan kepada pasien bila tidak mengatakan kepada suami merupakan pelanggaran hukum","Menuruti kemauan pasien untuk tidak memberitahu suami","C"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Laki-laki 55 tahun datang ke IGD dengan keluhan nyeri dada seperti tertindih. Dokter mendiagnosis sebagai unstable angina. Setelah pasien pulang seminggu kemudian, perusahaan menanyakan kepada dokter tentang penyakit yang diderita pasien tersebut. Pasien tersebut memiliki asuransi dari perusahaan itu. Maka sikap dokter terhadap perusahaan itu?","","Memberi tahu tentang diagnosis","Meminta ijin kepada pasien untuk dilakukan EKG treadmill untuk memastikan intervensi kardiologi selanjutnya","Tidak memberitahu tentang diagnosis","Memberitahu tentang rincian biaya pengobatan","Memanipulasi diagnosis","A"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang pasien berusia 37 tahun datang ke Praktek Dokter dengan keluhan demam, batuk, pilek. Saat dilakukan anamnesis dokter menanyakan kepada pasien apakah pasien memiliki alergi obat parasetamol, pasien mengatakan tidak memiliki alergi obat parasetamol karena beberapa bulan yang lalu pernah mengkonsumsi parasetamol dan pasien baik-baik saja. Setelah di rumah pasien pun meminum obat parasetamol yang diberikan oleh dokter dan muncul gatal kemerahan pada seluruh tubuhnya. Negative outcome yang terjadi disebut?","","Nearmiss","Acceptable Risk","Sentinel","Unforreseable Risk","Inherent Risk","D"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang wanita usia 30 tahun datang ke dokter kandungan dengan keluhan sering mengeluh nyeri perut bawah, menstruasi tidak teratur, keluhan ini sudah berlangsung kurang lebih 6 bulan. Kemudian saat dilakukan pemeriksaan USG didapatkan myoma uteri yang cukup besar. Dokter menyarankan untuk operasi dengan risiko perdarahan karena sudah terjadi perlengketan ke area sekitar. Saat operasi berlangsung, perdarahan terjadi cukup banyak tetapi pasien dapat terselamatkan meskipun kondisinya masih lemas dan harus observasi ketat di ICU. Negative outcome yang terjadi disebut?","","Nearmiss","Acceptable Risk","Sentinel","Unforreseable Risk","Inherent Risk","E"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang wanita berusia 23 tahun bertemu dengan dokter kecantikan di pesawat yang merupakan idolanya yang sering dia lihat di Instagram. Karena sangat senang si wanita pun langsung menyapa dokter tersebut dan menanyakan resep kecantikan terbaik. Karena dokter tergesa-gesa dan sedang sibuk, dokter menjawab “bengkoang di masker“. Saat di rumah si wanita langsung mempraktekkan dan muncul kemerahan serta gatal hebat pada wajah. Pada kondisi ini dokter tidak dinyatakan bersalah, karena tidak memenuhi unsur?","","Duty of Care","Dereliction of duty","Direct Causa","Damage","Do no harm","A"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang wanita berusia 31 tahun meninggal dan sebelumnya membuat perjanjian dengan dokternya bahwa jika ia meninggal dirinya ingin menyumbangkan matanya untuk anak yang dia kenal 1 minggu sebelumnya. Saat pasien meninggal, dokter menyampaikan hal tersebut tetapi keluarga menolak. Etika klinis yang telah dilakukan dokter adalah?","","Medical Indication","Quality of Life","Patient Preference","Contextual Features","Autonomy","D"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Pasien laki-laki usia 70 tahun penderita DM akan dilakukan amputasi karena terdapat gangren pada jari kaki. Namun pasien menolak dan hanya ingin diobati biasa. Kemudian dokter menjelaskan akibat-akibat bila pasien tidak mau diamputasi. Etika klinis yang ditunjukkan oleh dokter adalah?","","Patient Preference","Utilitarian","Quality of Life","Medical Indication","Contextual Feature","C"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang pasien dibawa keluarganya ke UGD RS Sumbersari dengan keluhan sesak nafas sejak 2 hari yang lalu, disertai demam dan batuk. Menurut informasi keluarga, pasien seorang pekerja pabrik dan beberapa temannya mengalami kondisi yang sama. Setelah pemeriksaan didapatkan rapid test positif, limfositopeni, rontgen thorax pneumonia, swab test confirmed COVID-19. Dokter menjelaskan bahwa pasien harus diisolasi 14 hari. Keluarga menolak dan ingin membawa pulang pasien. Apa tindakan dokter?","","Menuruti kemauan keluarga, meminta tanda tangan surat pulang paksa","Membawa pasien secara paksa ke ruang isolasi","Menghubungi kantor polisi terdekat","Menjelaskan lagi kepada keluarga bahwa penyakit pandemi ini wajib isolasi, apabila pulang paksa dan terjadi penularan dikenakan sanksi perdata","Menjelaskan lagi kepada keluarga bahwa penyakit pandemi ini wajib isolasi, apabila pulang paksa dan terjadi penularan dikenakan sanksi pidana","E"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Dalam proses perijinan agar dokter bisa berpraktek, yang berhak mengeluarkan Sertifikat Kompetensi adalah?","","KDPI","KKI","IDI","AIPKI","DIKTI","A"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang dokter bertugas di UGD Rumah Sakit. Namun karena kurangnya proses maintenance di RS tersebut, alat DC Shock sudah rusak sejak 1 minggu terakhir dan belum diperbaiki. Beruntung tidak ada pasien henti jantung atau aritmia letal yang masuk selama itu. Incident Patient Safety pada kasus di atas adalah?","","Kejadian Tidak Diharapkan","Kejadian Potensi Cedera","Kejadian Nyaris Cedera","Sentinel Event","Latent Error","B"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Pasien datang pada seorang dokter di klinik pratama dengan keluhan benjolan di punggung. Dokter mendiagnosis sebagai lipoma dan berencana operasi. Pemeriksaan fisik dan penunjang sudah lengkap, serta pasien menyatakan siap. Namun setelah operasi, terjadi syok anafilaktik dan dokter dituntut. Dalam hal ini, apa kesalahan dokter?","","Dokter bekerja di klinik pratama","Dokter kurang teliti melakukan pemeriksaan penunjang","Prosedur bukan kompetensi dokter umum","Dokter tidak menanyakan riwayat alergi dan tidak meminta tanda tangan persetujuan pada pasien","Dokter operasi dengan tergesa-gesa","D"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang Laki-Laki 25 Tahun datang ke UGD setelah mengalami Kecelakaan Lalu Lintas. Pasien didiagnosis cedera kepala berat dengan syok hipovolemik, lalu dilakukan operasi. Setelah operasi pasien memburuk, napas sesak, ditemukan hemathorax massive, dibawa ke ICU dan meninggal. Komponen dari dereliction of duty?","","Dokter IGD yang memberikan pelayanan primer","Dokter bedah langsung craniotomi pada saat itu juga","Dokter anestesi langsung menganestesi di kamar operasi","Dokter anestesi dan bedah harus follow up di waktu senggang supaya tidak terjadi efek buruk pada pasien","Perawat yang tidak pernah mem-follow up","A"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Perempuan 34 tahun ditemukan meninggal di pinggir sungai. Pada pemeriksaan luar ditemukan luka memar. Untuk memastikan penyebab kematian apakah mati karena tenggelam atau dibunuh dulu kemudian ditenggelamkan, pemeriksaan yang dilakukan adalah?","","Tes Apung Paru","Tes Getah Paru","Tes Diatom","Gettler Test","Berat Jenis Darah","B"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Jenazah laki-laki 45 tahun, lebam mayat di punggung ditekan tidak hilang. Kaku mayat pada ujung-ujung jari, lutut dan lengan dapat digerakkan. Perut kanan bawah berwarna hijau. Waktu perkiraan kematian?","","30 menit–2 jam","2–8 jam","18–24 jam","24–48 jam","6–12 jam","D"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Warga menemukan mayat perempuan berusia sekitar 16 tahun mengambang di sungai. Setelah pemeriksaan forensik, disimpulkan kasus tersebut adalah tenggelam. Mekanisme kematian pada kasus tersebut adalah?","","Edema paru","Gagal jantung","Fibrilasi ventrikel","Hemokonsentrasi","Peningkatan kadar magnesium darah","C"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang laki-laki dibawa polisi ke UGD dengan surat permintaan VER karena luka di perut. Setelah dilakukan operasi, pasien dirawat inap dan meninggal 3 hari kemudian. Jenis VER yang dibuat dokter untuk menjawab permintaan penyidik?","","VER sementara dan VER lanjutan","VER sementara dan VER jenazah","VER jenazah dan VER lanjutan","VER korban hidup dan VER jenazah","VER korban hidup dan VER lanjutan","A"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang remaja 19 tahun ditemukan meninggal di kolam renang rumahnya. Sebelumnya ia pesta ulang tahun dan mabuk setelah konsumsi 5 botol wine. Pemeriksaan jenazah: tubuh basah, cutis anserina (+). Sebab kematian?","","Dry drowning","Wet drowning","Immersion drowning","Sub immersion drowning","Primary drowning","C"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Pasien tidak sadarkan diri saat mendaki gunung dan dinyatakan meninggal. Pemeriksaan fisik menunjukkan membran timpani bulging. Sebab kematian pasien?","","Asfiksia","Hipotensi","Hipotermia","Barotrauma","Trauma tumpul","D"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Jasad bayi ditemukan di tong sampah dalam kantong plastik. Panjang badan 47 cm, berat 2500 g, vernix kaseosa (+), uji apung paru (+). Kasus ini termasuk?","","Bayi tidak viable","Pembunuhan anak biasa","Infanticide","Still Birth","Abortus","C"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Nona Cantiq, 25 tahun, datang ke klinik mengaku diperkosa namun takut melapor. Pemeriksaan fisik menunjukkan dinding vagina kemerahan, erosi, berdarah, himen robek, semen (+). Bukti yang mendukung adanya penetrasi penis?","","Dinding vagina kemerahan","Dinding vagina erosi","Perdarahan dari vagina","Ditemukan semen di vagina","Robekan himen","D"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang jenazah ditemukan meninggal di dalam mobil yang tertutup. Berdasarkan pemeriksaan TKP didapatkan mesin mobil menyala. Pada pemeriksaan jenazah ditemukan lebam mayat berwarna merah terang. Apakah kemungkinan penyebab kematiannya?","","Keracunan organofosfat","Keracunan CO","Keracunan CO₂","Keracunan alkohol","Keracunan clorat","B"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Polisi datang ke UGD RS dengan laki-laki usia 25 tahun yang diduga dengan penganiayaan trauma tajam pada wajah dan dada. Setelah ditangani, 2 hari kemudian pasien meninggal. Polisi meminta dokter untuk membuat visum. Visum apakah yang paling tepat?","","Visum klinik","Visum anatomi","Visum verbal","Visum medikolegal","Needle visum","D"
